nr	id	cluster	status	bucket	target_scope	workstream	milestone	rule	heuristic	title_head
340	FEAT-59	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Import-Wizard Frontend (ee-console): 3-Schritt-Wizard Upload+Consent -> Process 
339	CHORE-214	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Characterise the importer commit path: N console writes vs batch endpoint, and t
338	CHORE-213	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	Make the tenant-rejection log diagnosable: carry host, path and method in Tenant
337	CHORE-211	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Nebenstrang-Kuratierung Phase A: D-ARCH-1/-2 persistieren, Familie D-ARCH anlege
336	FEAT-63	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	memory_update Stufe 2: keyed-upsert aus memory_remember entfernen, typisierter K
335	CHORE-81	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Edge-DoS-Härtung (Caddy rate_limit + Connection-Limit); umfasst Marketing-Host P
334	FEAT-29	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Tenant-Ressourcen-Quota (Einträge/Scope, Scopes/Tenant)
333	FEAT-30	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Circuit-Breaker im MCP-Adapter (global + per-Tenant-Bulkhead)
332	CHORE-192	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	E2E-Script Write-Rate-Limiter: limits-endpoint 200/503 + per-tenant-Override + 4
331	CHORE-120	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 0: Sonar-Provisioning ee-server/keycloak (SonarCloud-UI); Mcp-IT-
330	CHORE-200	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Cluster OPS einführen: Marker + Abgrenzung zu DEPLOY, closure.py-Vokabular, WORK
329	FEAT-66	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	EE-side scope_stats refresher that iterates every tenant via TenantContext.bind(
328	CHORE-165	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 1: Deploy-Engine als versioniertes Artefakt (deploy.cfg-Key INFRA
327	CHORE-166	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 2a: Trigger-Umbau — Merge deployt nicht mehr, workflow_dispatch a
326	CHORE-167	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 2b: Bump-Automatik — Quell-Repo-CI baut/taggt/pusht + öffnet Auto
325	CHORE-168	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 3: Gate-Ausbau — e2e-Invarianten ins Deploy-Gate + Post-Deploy-Wa
324	CHORE-169	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0034 Stufe 4: N-1-Kompat-Gate — altes Image gegen neues Schema + Suite (auf 
323	CHORE-163	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Host-Hygiene srv1730699: /root aufräumen (a) + Secret-Altkopien in /etc/kumbuka 
322	CHORE-181	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	deploy.sh keep-5 Backup-Prune (F-0159): deploy.env.bak-deploy-* analog zum Pre-D
321	CHORE-182	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	Post-Fold-Cleanup (ADR-0035-Erbe): tote Deploy-Zeiger, RETIRED-Fossile, Dead-Key
320	CHORE-161	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Host-gh-Token read-only: erledigt bis auf serverseitigen OAuth-Widerruf der drei
319	CHORE-173	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	GitHub-Credential-Neuaufbau: vollständiges PAT-Inventar + Migration auf fine-gra
318	CHORE-185	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Limiter-Store In-Memory→shared swappen vor Multi-Host-Cutover; Scale-Gate verwei
317	CHORE-156	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Toter-Zeiger-Check-Skript: jede Mnemonic-ID muss in INDEX/REGISTRY auffindbar se
316	CHORE-157	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	Connect-Zellen-Maintainer-Doku (öffentliches console-Repo): Manifest, Zellen-For
315	CHORE-158	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Content-Release-Kette verkürzen: n8n-Workflow bereitet auf einen console-Tag die
314	FEAT-56	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Suche + Staleness-Signal (absorbiert FEAT-49): tsvector-FTS, Scope-Modus (cross-
313	FEAT-55	CORE	dropped	assigned	kumbuka	Produktlinie		cluster:CORE	no	memory_supersede: serverseitige atomare Revision statt forget+remember — PRÜFPOS
312	CHORE-145	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	CIMD-Drift-Watch (n8n, täglich) gebaut+aktiv; REST: Grok-CIMD-URL nachtragen, F-
311	CHORE-146	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	MCP-Kompatibilität Gemini + Copilot gegen den Kumbuka-Realm messen (CIMD/DCR, Ak
310	CHORE-195	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	MCP-Spec 2026-07-28 Auth-Hardening charakterisieren: iss/SEP-2468, application_t
309	CHORE-196	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	MCP-Spec 2026-07-28 Stateless/Version-Kassensturz: quarkus-mcp-Version + 2.0.x-P
308	FEAT-54	BETA	open	assigned	kumbuka	Produktlinie		cluster:BETA	no	Console Hilfe-Bereich: sechs Bereiche DE+EN vollwertig schreiben, Typ-Manifest =
307	CHORE-142	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	Upstream-Keycloak-Issue F-0134 einreichen (+ ggf. F-0132/F-0131 Welle 2); Reprod
306	CHORE-139	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	How-to-mcp-keycloak-Wissensdoc + Blog (Claude/ChatGPT/Grok über einen Multi-Tena
305	CHORE-140	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	Normalizer-Modul (cimd-grant-normalizer) als OSS: Extraktion aus keycloak-Repo +
304	CHORE-152	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	ee-console-CI next/image-Guard: der sharp-pnpm-Override entwaffnet das Lizenz-Ga
303	CHORE-153	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	Route-Manifest deckt keine App-Router-Convention-Files (Root/(app)-Layout, error
302	CHORE-151	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Testhärtung F-0149: layout.test.ts flakt lastabhängig (import() reißt 5s-Timeout
301	CHORE-149	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	Public-Repo-Doku-Hygiene: ADRs und interne Kennungen raus aus console und server
300	FEAT-52	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	UTM-Visibility 1b: Variant-C-Attribution in ops-console AnalyticsResource (Detai
299	CHORE-136	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	GoAccess-kumbuka.css-Selektoren auf v1.8.1 nachschärfen (greift, aber Panels/Tit
298	CHORE-137	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	Login-Theme-Polish-Paket: F-0096-Fix (natives Passkey-Label-prompt() trotz Theme
297	CHORE-129	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	F-0123-Verify: braucht der Public-Intake SELECT auf ops.waitlist_entry? sonst Gr
296	CHORE-130	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	server.json-Registry-1.0.1-WIP aus git-stash → server main (Hygiene-Commit; Trig
295	CHORE-131	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Deploy-Skill für Code (Komponenten-Abfrage → Tags hochziehen → Deploy fahren) — 
294	CHORE-132	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Deploy-Receiver an interne/loopback-Adresse binden (statt 0.0.0.0:8889); Bahn-1 
293	CHORE-106	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Marketing-Track (parallele Session): Kanal-Matrix, Account-Inventar, Posting-Kon
292	CHORE-118	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	Projekt-Datei-Housekeeping (Satellit): Knowledge-Files inventarisieren/prüfen, s
291	FEAT-10	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	CSV-Export vor dem ersten echten Beta-Tenant (D-GTM-10-Versprechen: Export-Angeb
290	FEAT-47	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	DSGVO-Art.-15/20-Datenauskunft/-export: Tenant-Self-Service + Provider-Plane-Run
289	CHORE-174	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Private-Repo-READMEs aktualisieren (ee-server, ee-console, ops-console): Edition
288	CHORE-175	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	ops-frontend BFF/UI-Härtung (BUG-24): Leerbody-Sweep über 8 optional-body Provid
287	CHORE-74	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	local-dev-Fullstack fertigstellen (Makefile, DEVELOPMENT.md); auf ee-console umg
286	CHORE-61	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Reproduzierbarkeits-Track Teil 3 (Host, deploy.cfg SOLL==IST)
285	FEAT-01	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Live-Test-Layer — Rollback-Mechanismus + Smoke-Tenants offen
284	FEAT-11	BETA	open	assigned	kumbuka	Produktlinie		cluster:BETA	no	Support-/Feedback-Formular — Prod-Caddy-Fix + Webhook-Env offen
283	CHORE-05	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	Spec-Corpus-Cleanup (D-Ledger-Dateinamen + Header-Schema)
282	CHORE-17	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Hygiene: totes KEYCLOAK_REALM + stale .env.example-OIDC-Realm
281	CHORE-20	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Konsolidierung P1 — bare-image-CI-Gate + L177-Retire offen
280	CHORE-25	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	KC-Overlay-Skripte 04/05 mit E2E-04/05 abgleichen
279	CHORE-26	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	P1-Follow-up: bare-image-CI-Gate → baked deploy → compose retiren
278	CHORE-47	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	restore.sh/_lib.sh-Härtung (Bahn-2, bündelt F-0047)
277	CHORE-75	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Prod-Caddy /api/feedback→console-Ausnahme
276	CHORE-04	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	e2e-PR mergen (chore/refresh-pins-sharpen-gating)
275	CHORE-116	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	A2-Concept-Queue Rest: PV-02/ADR-0012-Am.-3-Flag-Kontrakt (KC-DB-Migration-Recov
274	CHORE-112	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	web/-n8n-Intake-Webhook-URL rotieren (unrotiert in Git-History seit Entfernung, 
273	CHORE-114	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	A2-Fix-Welle: PV-05/06/07/09/19 (swallow, change-me-Cookie, skipTests) + console
272	CHORE-113	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	README-Refresh-Welle: 7 stale READMEs aus beiden A2-Audits als ein docs-only-Sam
271	CHORE-111	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Security-Review-GitHub-Action als PR-Advisory für private Repos evaluieren gegen
270	CHORE-115	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Dependabot-Triage ops-console: 59 Alerts (6 critical) sichten, Erreichbarkeit + 
269	CHORE-107	CONN	open	assigned	kumbuka	Produktlinie		cluster:CONN	no	Caddy-Netzwerk-Alias n8n.jbaconsult.com (durabler Hairpin-Fix, CHORE-34-Muster; 
268	CHORE-103	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	EE-Spec-Intake Phase 1: EE-Design-Handover → Ratifizierungs-Backlog (vs. ADR-002
267	CHORE-95	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Playwright-Happy-Path-Suite lokal (headful/headless-Switch, Operator will zuscha
266	FEAT-43	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Tenant-Ansprechpartner (ops.tenant_contact: Struktur, PII, Pflichtfeld-Politik)
265	FEAT-48	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Typ-Immutabilität: type identitätsfest — Console-PATCH-Kontrakt + Upsert-Typ-Mis
264	CHORE-102	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Pending-Lifecycle-Entscheidung: D-CORE-4-Schärfungen 1-3 + Index-Seam-Prüfung ge
263	FEAT-21	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Detective-corrective Validation-Job für locked entries (Wiedereintrag — war seit
262	BUG-15	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Sessions-BFF-Lag: Console-BFF-Cookie überlebt KC-Session-Revokation bis Token-Re
261	CHORE-86	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	F-0070-Fix: ops-console KC-Overlay-Orchestratoren
260	CHORE-64	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Visuelle Abnahme ops-console-Redesign (Design→Code verkettet)
259	FEAT-27	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console Account/Settings-Parität
258	CHORE-09	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	AI-slop-sweep-CI-Gate Phase 2 (changed-code-Ratchet 70/50/30)
257	FEAT-03	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	App-Layer-UPDATE-Guard e2e-covered (gated auf FEAT-05)
256	FEAT-05	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	BFF-Login-Helper — Browser-treibende Schicht (Core in FEAT-01)
255	FEAT-04	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Browser-E2E ≥2 Tenants = T-L2-ACC
254	CHORE-33	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	open_question-Reconciliation nach ADR-0024
253	CHORE-48	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Berechtigungs-/Lifecycle-Matrix konsolidieren
252	FEAT-15	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	valid-from/valid-until-Enforcement
251	FEAT-13	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Beta-Nutzungsanalyse (ops-console, Aggregat-Dashboard)
250	FEAT-25	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	B1 ContentStats real adapter (RLS-IT + Mock-Ablösung); ContentStatsPort ABLÖSEN 
249	FEAT-26	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console-Redesign Block B2–B6 + G7 (reale Port-Adapter)
248	CHORE-94	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Paddle-Sandbox-Account + API-Exploration (Transactions/Invoices, Adjustments, Di
247	CHORE-98	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	n8n deploy-dispatch-v4 'Deployment started'-Mail-Node: uninterpolierte Expressio
246	CHORE-101	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	KC-Master-Admin-Passwort in 1Password (Griza-Vault) nachführen — Bootstrap-Env s
245	CHORE-100	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	Suchdisziplin aus F-0094 in docs/TOOLING.md + fs-write-Skill dokumentieren
244	FEAT-45	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	MoRPort-Real-Adapter als Code-Dispatch (Trust-Boundary-IT gegen Paddle-Sandbox, 
243	CHORE-66	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	09-waitlist-grants in apply.sh wiren
242	CHORE-84	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	e2e-Deploy-Asset-Entvendorung (Working-Tree-Asset-Doktrin)
241	CHORE-38	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Rebuild-Soak + Step-8-Volume-Shred
240	CHORE-37	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	REBUILD-FHS-RUNBOOK.md ehrlich überarbeiten (W5)
239	CHORE-40	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Repo-systemd-Units FHS-pathen
238	CHORE-41	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Bundle-Pull/-Auth im Deploy-Pfad — ggf. stale, verifizieren
237	CHORE-42	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	RUNBOOK Step 5 ausbuchstabieren + BACKUP-RESTORE.md schreiben
236	CHORE-58	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	F-0049-Fix (repo-unit-ExecStart) + F-0051-verify_dump; F-0160: alle DREI Repo-Un
235	CHORE-71	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	e2etests DB-Bootstrap nicht in Makefile-Kette verdrahtet
234	CHORE-73	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	getenv()-Pipefail-Fix (release.sh + deploy.sh), Folge-Fix zu CHORE-72
233	CHORE-76	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	e2e-Harness von kumbuka-saas auf kumbuka-ee migrieren
232	FEAT-06	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Team-Console: Re-Invite-/Cancel-Pending-UI
231	FEAT-07	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console: User-Actions nach Cross-Tenant-Lookup
230	FEAT-08	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console: Operator-Log-Zugriff
229	FEAT-12	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Changelog / 'What's new'-In-Product-Surface
228	CHORE-10	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Digest-Hygiene in how-to-kumbuka.writing seeden
227	CHORE-11	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	docs.kumbuka.ai-'Working with Kumbuka'-Guide
226	CHORE-18	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	WORKING_CONCEPT.md aufräumen (stale vs. gelebte Praxis)
225	CHORE-78	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	local-dev README erstellen
224	CHORE-12	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	AGB / SLAs / Legal-Pages + Terms-Legal-Review; danach Wizard-Accept-Step mit per
223	FEAT-20	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	EE-Aufbau (Keystone Schritt 2)
222	BUG-06	CORE	open	assigned	kumbuka	Produktlinie	2	cluster:CORE	no	Onboarding-Wizard ploppt bei Scope-Switch wieder auf
221	FEAT-33	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console Tenant-Pinning (pinned-Feld, Toggle-Endpoint, Audit-Event)
220	FEAT-34	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Trial-Lifecycle (Status trial/trialing, Create-Flow→Trial, Slug-Live-Check)
219	FEAT-35	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Purpose-bound Session-Fakten (Sessions-Count, lastLogin/Gerät/IP je Member; Quel
218	FEAT-36	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	MCP-Verbindungsstatus im ops-Backend exponieren (per-Member + Quote, auf FEAT-13
217	FEAT-37	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Tenant-Notizen-Vollausbau (Edit/Delete, System-Notes bei Aktionen, Suspend-mit-G
216	FEAT-38	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Plattform-Health-Detail-Endpoint (Komponenten-Ampeln, Latenz/Uptime, n8n-Lauf)
215	FEAT-39	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Dashboard-/Analytics-Aggregat-Parität (KPI-Splits, Summen, Scope-Inventar nach T
214	FEAT-40	SEC	open	assigned	kumbuka	Produktlinie	3	cluster:SEC	no	Recovery-Code-Login-Pfad (Realm-Flow + Login-Theme) — tief zurückgestellt zuguns
213	FEAT-41	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	MFA-Enforcement + Email-OTP-Fallback (bedingte 2FA-Stufe; F-0089-Recovery-Sichtp
212	FEAT-46	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Console administrativer Account-Recovery (Reset MFA/Password/Force MFA) — Enable
211	FEAT-51	CONN	open	assigned	kumbuka	Produktlinie	3	cluster:CONN	no	Connector-Auth Mistral-Rest: post-beta zurückgestellt (D-GTM-13; Aktivierungsfeh
210	CHORE-97	HK	planned	assigned	kumbuka	Produktlinie	1	hk-heuristic:default-hygiene	yes	Realm-Template-Kuratierung: roher Export → minimales Template, Realm-Quellen-Ver
209	CHORE-67	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Writer-Agroal-Pool-Collapse (redundanter zweiter Pool)
208	CHORE-24	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Konsolidierung P5 — Cleanup (bak-Müll, Volume-Shred)
207	CHORE-29	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	e2e-Sonar-advisory re-provisionieren
206	CHORE-55	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	ADR-0019-Renumber-Amendment (Operator-Modell L0-L3)
205	CHORE-59	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	IT bildet prod-Owner-Modell ab? (Concept-Entscheidung)
204	CHORE-70	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	ADR-0019 Test-Amendment (EE-eigene Suite + Staging)
203	CHORE-87	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	F-0072-Decision: TenantOrganizationService kein tenant_id-Attribut
202	BUG-10	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	FEAT-19: aktiver 'Löschen'-Eintrag im Kontextmenü eines gesperrten Scopes
201	BUG-11	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Console: Eintrags-Hamburger-Menü nur bei Hover sichtbar
200	FEAT-09	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	ops-console: UX-/Mobile-Überarbeitung
199	CHORE-77	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	KI-Agenten für Kumbuka-Operations (Ops-Automation, Mid-Beta)
198	CHORE-79	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	platform-dev Root-README um local-dev ergänzen
197	FEAT-31	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	Scope-Marktplatz (Copy-on-Import)
196	FEAT-22	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	Context-Doc-Navigationsschicht (EE)
195	FEAT-23	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Lokaler MCP-Krypto-Proxy (Zero-Knowledge, EE)
194	FEAT-14	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Per-Tenant-DB-Verschlüsselung (at-rest, EE)
193	FEAT-44	EE	open	assigned	kumbuka	Produktlinie		cluster:EE	no	Team-Admin-Audit-Log in der Console (Shared-CRUD + Login-Events, EE)
192	CHORE-14	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Marketing-Copy / Positionierungs-Feinschliff + Mobile-QA (FAQ in #72 erledigt; D
191	CHORE-15	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Audit-Retention-Period (Legal-Sign-off)
190	CHORE-16	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Preis-Level mit 5–10 Prospects validieren
189	CHORE-46	GTM	open	assigned	kumbuka	GTM		cluster:GTM	no	Whitepaper (post-beta)
188	CHORE-184	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Drive-Log-Aktivierung: n8n-Workflow auf Get-by-ID (log_file_id) umstellen + Host
187	BUG-25	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Real-smoke.sh-Versions-Assertion hermetisch testen (curl/docker-exec-Stub): Asse
186	CHORE-186	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Single-source kumbuka-server.version pin in ee-server (parent property, one bump
185	CHORE-187	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	Q4 store-down alert: n8n platform-health mail on limiter fail-open (real only wi
184	CHORE-188	SEC	open	assigned	kumbuka	Produktlinie		cluster:SEC	no	purge-tenant deletes tenant_limits rows (orphan config, Art.17-neutral) — fold i
183	CHORE-193	SEC	open	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	user_account-Operator-Grants in Bootstrap-SQL fail-closed nachziehen: SELECT-All
182	CHORE-251	SEC	planned	assigned	kumbuka	Produktlinie	1	cluster:SEC	no	Rosterlese-Wächter nach ADR-0032 neu zuschneiden: Ziel-Host und Auth-Bahn hängen
181	CHORE-197	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Importer §5-Prompt-Granularität: getunte Distill-Direktive + gepackte Baseline z
180	FEAT-60	DEPLOY	open	assigned	kumbuka	Betrieb		cluster:DEPLOY	no	Ops-Console Tenant-Tagging: freie Tags pro Tenant (ops.tenant_tag), filterbare T
179	FEAT-61	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	Per-Scope-Typ-Konfiguration für load_context/recall (CE): je Scope wählbar, welc
178	CHORE-201	HK	planned	assigned	kumbuka	Produktlinie	1	hk-heuristic:default-hygiene	yes	arch-Modell-Inventur (arc42 3/5/7 + Modell-Fill): building-blocks + L4-Diagramme
177	CHORE-202	CORE	open	assigned	kumbuka	Produktlinie		cluster:CORE	no	console: EntryView.readOnly rendern (Edit/Delete-Controls auf Overlay-Eintraegen
176	CHORE-203	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	closure.sh argloser Smoke-Pfad, damit qs_test es nicht mehr ueberspringt (Covera
175	CHORE-204	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	scripts/README.md: Tool-Script-Konvention dokumentieren (unbekannte Tokens toler
174	CHORE-205	HK	open	assigned	kumbuka	Architektur		hk-heuristic:arch-keyword	yes	die 4 variableninterpolierten Container-Kanten (deploy.env-indirekt) als exempte
173	CHORE-206	HK	open	deferred	jbaconsult			hk-heuristic:jba-keyword	yes	WORKING_CONCEPT 16 (Analysepflicht): nach dem ersten echten Skill-Lauf schreiben
172	CHORE-207	HK	open	assigned	kumbuka	Produktlinie		hk-heuristic:default-hygiene	yes	Doku-Fixes: WORKING_CONCEPT 14 Querverweis zeigt auf nicht-existentes 17; fs-wri
